chr1	19074360	19210416
chr1	21822094	21937460
chr1	25800043	25818371
chr1	42925203	42959043
chr1	46188532	46220455
chr1	46431979	46482643
chr1	53196642	53214347
chr1	99850211	99924173
chr1	110947040	110964115
chr1	115285754	115338920
chr1	154155154	154194798
chr1	155139741	155140745
chr1	155234302	155244849
chr1	156082423	156140231
chr1	156815490	156882000
chr1	160115609	160143741
chr1	160151436	160187130
chr1	160190425	160202036
chr1	179881892	179920227
chr1	183248087	183418530
chr1	201039362	201112601
chr1	229430215	229434254
chr10	4987250	5018181
chr10	43076914	43130501
chr10	76869451	77638519
chr10	79555702	79560557
chr10	79610789	79615605
chr10	79937317	79982764
chr10	87751362	87841511
chr10	98416048	98447085
chr10	102065199	102068186
chr10	117197339	117210449
chr10	119651230	119677969
chr11	1222916	1262322
chr11	1919553	1938856
chr11	3854377	4093360
chr11	6390290	6395148
chr11	18278518	18322348
chr11	20599444	20659435
chr11	21782509	22283717
chr11	27654743	27722208
chr11	47437614	47449293
chr11	59107035	59127562
chr11	63623937	63672071
chr11	64746239	64760124
chr11	65866291	65873742
chr11	72575991	72674741
chr11	111908414	111923872
chr11	128891206	128921313
chr12	752429	911602
chr12	4909755	4918406
chr12	6346693	6377880
chr12	6924313	6942471
chr12	48104989	48146554
chr12	51590116	51813014
chr12	51906758	51923511
chr12	102957524	102960663
chr12	109782937	109833556
chr12	121626400	121642827
chr12	122471449	122501223
chr13	23180829	23325312
chr13	36844681	36920915
chr13	51930286	52012275
chr14	22773072	22829970
chr14	23412590	23435810
chr14	24239493	24242824
chr14	36516242	36521299
chr14	49625024	49635394
chr14	50532359	50634167
chr14	63761749	64226583
chr14	73644725	73703882
chr14	77274806	77321033
chr14	77505847	77616787
chr14	91869261	91948137
chr14	94376597	94390843
chr15	42359348	42413099
chr15	45587064	45616095
chr15	89305048	89335011
chr16	2047817	2089641
chr16	2275731	2340896
chr16	14435550	14632878
chr16	23182595	23217033
chr16	23278081	23381444
chr16	28878255	28904616
chr16	29811232	29816042
chr16	84145137	84178917
chr17	7216975	7225416
chr17	8158999	8163696
chr17	17212062	17237338
chr17	21692373	21704762
chr17	30194169	30236152
chr17	31094777	31382266
chr17	39665199	39666704
chr17	42183910	42185602
chr17	42313174	42388690
chr17	42536091	42544599
chr17	50055818	50090631
chr17	50164064	50176078
chr17	63938404	63973068
chr17	70168523	70180194
chr17	74274084	74315034
chr17	80036482	80100763
chr17	80101406	80120031
chr17	82238873	82273881
chr18	2655576	2805167
chr18	31556859	31598983
chr19	10114864	10120068
chr19	10133192	10231436
chr19	10717905	10833638
chr19	12922329	12934187
chr19	13206292	13633175
chr19	38433541	38587714
chr19	40592733	40629968
chr19	41966432	41997647
chr19	45178634	45217083
chr19	45769559	45782702
chr19	46745896	46777138
chr19	50188036	50310692
chr2	11677445	11827559
chr2	27309342	27325830
chr2	69319630	69387400
chr2	71453411	71686913
chr2	72887232	72892308
chr2	85657164	85668891
chr2	127638231	127681936
chr2	151485186	151734637
chr2	151832621	152099317
chr2	165984491	166149364
chr2	166195035	166376151
chr2	178525839	178830952
chr2	202376177	202567901
chr2	218270242	218346943
chr2	219418227	219426885
chr2	222566749	222656242
chr2	232525843	232536817
chr2	237323853	237414478
chr2	238243894	238290252
chr2	240713611	240824443
chr20	4686200	4701740
chr20	59300293	59326142
chr20	63400058	63472827
chr20	63657660	63696403
chr21	43772361	43776480
chr21	45981620	46005200
chr21	46097962	46132998
chr22	19179323	19291869
chr22	26443273	26483987
chr22	36913478	36940589
chr3	8733652	8841958
chr3	15449983	15521901
chr3	38696652	38816436
chr3	38845614	39052307
chr3	43079082	43106229
chr3	49468553	49535768
chr3	49716694	49724123
chr3	81489553	81761795
chr3	119468813	119494858
chr3	122183518	122291779
chr3	123282146	123449240
chr3	128693519	128826092
chr3	129167677	129184072
chr3	148991258	149031925
chr3	149129488	149173882
chr3	169764370	169765210
chr3	180602708	180685092
chr3	180613858	180871083
chr4	3041213	3244107
chr4	3463156	3501623
chr4	25647861	25678898
chr4	41743932	41748875
chr4	52020556	52038449
chr4	82422415	82430612
chr4	140524018	140553920
chr4	157075975	157172240
chr4	158671818	158710892
chr4	183659117	183713744
chr4	190173624	190186092
chr5	1252997	1295218
chr5	10249779	10266539
chr5	13690178	14011968
chr5	16472888	16617251
chr5	36596438	36688484
chr5	37812527	37840191
chr5	70924880	70954092
chr5	78002176	78294848
chr5	137867708	137888001
chr5	139273602	139331821
chr5	139293524	139331827
chr5	151822363	151925001
chr5	155870194	156767938
chr6	15522657	15663208
chr6	29656852	29672522
chr6	32659317	32668533
chr6	43644886	43672750
chr6	75084176	75206417
chr6	105096672	105137307
chr6	105157750	105180164
chr6	116616329	116633135
chr6	128882988	129516716
chr6	152121537	152637951
chr6	165327137	165988228
chr6	170554152	170573020
chr7	21542889	21901989
chr7	37848447	37900547
chr7	74027639	74070057
chr7	117286970	117716121
chr7	128830256	128859424
chr7	128954030	129055323
chr7	143315961	143352233
chr7	157335231	157417589
chr8	18055842	18085148
chr8	22156763	22164629
chr8	43093348	43131330
chr8	72019767	72075734
chr8	117794340	118111976
chr8	132120709	132481245
chr8	143915003	143976884
chr9	214704	465409
chr9	34457264	34521138
chr9	35053778	35072818
chr9	35681842	35690206
chr9	36214291	36277192
chr9	84668401	85027204
chr9	91999937	92115563
chr9	105557972	105653970
chr9	108866748	108934478
chr9	116687155	116701450
chr9	127814863	127854808
chr9	130664444	130683136
chr9	131502639	131523956
chr9	132891198	132947024
chrM	8216	8722
chrM	8377	9357
chrX	1268650	1310531
chrX	31097527	33339759
chrX	72578664	72714469
chrX	101393123	101408162
